Numero_dossier_ID,temps_total_sec,temps_total_min
5468713,356.0,5.933333333333334
5468735,2891.0,48.18333333333333
5468739,266.0,4.433333333333334
5468751,320.0,5.333333333333333
5468805,444.0,7.4
5468825,3774.0,62.9
5468842,2193.0,36.55
5468867,663.0,11.05
5468877,92.0,1.5333333333333334
5468888,521.0,8.683333333333334
5468915,553.0,9.216666666666667
5468966,900.0,15.0
5468970,588.0,9.8
5468972,1096.0,18.266666666666666
5469002,2192.0,36.53333333333333
5469099,853.0,14.216666666666667
5469226,241.0,4.016666666666667
5469228,4381.0,73.01666666666667
5469245,1767.0,29.45
5469255,592.0,9.866666666666667
5469268,1428.0,23.8
5469270,2925.0,48.75
5469281,88.0,1.4666666666666666
5469317,2287.0,38.11666666666667
5469318,193.0,3.216666666666667
5469375,192.0,3.2
5469428,221.0,3.683333333333333
5469437,325.0,5.416666666666667
5469444,310.0,5.166666666666667
5469466,968.0,16.133333333333333
5469470,762.0,12.7
5469488,189.0,3.15
5469510,712.0,11.866666666666667
5469587,421.0,7.016666666666667
5469643,189.0,3.15
5469660,286.0,4.766666666666667
5469736,784.0,13.066666666666666
5469741,220.0,3.6666666666666665
5469743,281.0,4.683333333333334
5469758,1918.0,31.966666666666665
5469772,1081.0,18.016666666666666
5469777,374.0,6.233333333333333
5469813,15.0,0.25
5469838,488.0,8.133333333333333
5469877,196.0,3.2666666666666666
5469882,1520.0,25.333333333333332
5469884,398.0,6.633333333333334
5469885,2137.0,35.61666666666667
5469910,464.0,7.733333333333333
5469945,1506.0,25.1
5469976,405.0,6.75
5470059,1212.0,20.2
5470080,1579.0,26.316666666666666
5470096,582.0,9.7
5470108,106.0,1.7666666666666666
5470113,746.0,12.433333333333334
5470120,656.0,10.933333333333334
5470123,2902.0,48.36666666666667
5470138,687.0,11.45
5470180,302.0,5.033333333333333
5470250,3046.0,50.766666666666666
5470334,6925.0,115.41666666666667
5470336,3943.0,65.71666666666667
5470367,465.0,7.75
5470380,199.0,3.316666666666667
5470431,197.0,3.283333333333333
5470442,574.0,9.566666666666666
5470482,363.0,6.05
5470501,620.0,10.333333333333334
5470517,1600.0,26.666666666666668
5470534,691.0,11.516666666666667
5470554,451.0,7.516666666666667
5470558,18568.0,309.46666666666664
